,Community,Long,Lat,ProjectionScenario,TotalChangeValue,TotalChangeVolume,Poverty,Labor.Force,Housing.Characteristics,Population.Composition,Personal.Disruption,Housing.Disruption,Retiree.Migration,Urban.Sprawl,Commercial.Engagement,Commercial.Reliance,Recreational.Engagement,Recreational.Reliance,Sea.Level.Rise.Risk,Storm.Surge.Risk
33,AVALON_NJ,-74.71766,39.10122,Future_2100_rcp45_warm_percdiff.combo.b,-86.27755513,-84.19379514,-0.6816,1.6088,-0.9382,-1.321,-0.8606,1.0548,1.6698,0.97,0.02025,-0.0515,NA,NA,0.982,0.988
34,AVALON_NJ,-74.71766,39.10122,Future_2100_rcp85_cold_percdiff.combo.b,-39.28127431,-38.33406772,-0.6816,1.6088,-0.9382,-1.321,-0.8606,1.0548,1.6698,0.97,0.02025,-0.0515,NA,NA,0.982,0.988
35,AVALON_NJ,-74.71766,39.10122,Future_2100_rcp85_mean_percdiff.combo.b,-86.72372513,-84.62916514,-0.6816,1.6088,-0.9382,-1.321,-0.8606,1.0548,1.6698,0.97,0.02025,-0.0515,NA,NA,0.982,0.988
36,AVALON_NJ,-74.71766,39.10122,Future_2100_rcp85_warm_percdiff.combo.b,-98.69585513,-96.31166514,-0.6816,1.6088,-0.9382,-1.321,-0.8606,1.0548,1.6698,0.97,0.02025,-0.0515,NA,NA,0.982,0.988
37,BAR HARBOR_ME,-68.20391,44.38761,Future_2055_rcp45_cold_percdiff.combo.b,-4.896224777,-5.012453459,-0.493,-0.9486,0.4554,-0.9684,-0.4966,0.3378,-0.7036,-1.4404,0.264,-0.03975,NA,NA,-0.159,-0.455
38,BAR HARBOR_ME,-68.20391,44.38761,Future_2055_rcp45_mean_percdiff.combo.b,-14.48352617,-14.92509345,-0.493,-0.9486,0.4554,-0.9684,-0.4966,0.3378,-0.7036,-1.4404,0.264,-0.03975,NA,NA,-0.159,-0.455
39,BAR HARBOR_ME,-68.20391,44.38761,Future_2055_rcp45_warm_percdiff.combo.b,-28.36119432,-29.5696601,-0.493,-0.9486,0.4554,-0.9684,-0.4966,0.3378,-0.7036,-1.4404,0.264,-0.03975,NA,NA,-0.159,-0.455
40,BAR HARBOR_ME,-68.20391,44.38761,Future_2055_rcp85_cold_percdiff.combo.b,-7.121121842,-7.289722493,-0.493,-0.9486,0.4554,-0.9684,-0.4966,0.3378,-0.7036,-1.4404,0.264,-0.03975,NA,NA,-0.159,-0.455
41,BAR HARBOR_ME,-68.20391,44.38761,Future_2055_rcp85_mean_percdiff.combo.b,-19.14278212,-19.75609676,-0.493,-0.9486,0.4554,-0.9684,-0.4966,0.3378,-0.7036,-1.4404,0.264,-0.03975,NA,NA,-0.159,-0.455
42,BAR HARBOR_ME,-68.20391,44.38761,Future_2055_rcp85_warm_percdiff.combo.b,-40.54472491,-42.62585485,-0.493,-0.9486,0.4554,-0.9684,-0.4966,0.3378,-0.7036,-1.4404,0.264,-0.03975,NA,NA,-0.159,-0.455
43,BAR HARBOR_ME,-68.20391,44.38761,Future_2100_rcp45_cold_percdiff.combo.b,-2.983278782,-2.93524351,-0.493,-0.9486,0.4554,-0.9684,-0.4966,0.3378,-0.7036,-1.4404,0.264,-0.03975,NA,NA,-0.159,-0.455
44,BAR HARBOR_ME,-68.20391,44.38761,Future_2100_rcp45_mean_percdiff.combo.b,-16.36441857,-16.80280125,-0.493,-0.9486,0.4554,-0.9684,-0.4966,0.3378,-0.7036,-1.4404,0.264,-0.03975,NA,NA,-0.159,-0.455
45,BAR HARBOR_ME,-68.20391,44.38761,Future_2100_rcp45_warm_percdiff.combo.b,-35.85330653,-37.62259592,-0.493,-0.9486,0.4554,-0.9684,-0.4966,0.3378,-0.7036,-1.4404,0.264,-0.03975,NA,NA,-0.159,-0.455
46,BAR HARBOR_ME,-68.20391,44.38761,Future_2100_rcp85_cold_percdiff.combo.b,-28.68112565,-29.91379431,-0.493,-0.9486,0.4554,-0.9684,-0.4966,0.3378,-0.7036,-1.4404,0.264,-0.03975,NA,NA,-0.159,-0.455
47,BAR HARBOR_ME,-68.20391,44.38761,Future_2100_rcp85_mean_percdiff.combo.b,-55.24735921,-58.28661019,-0.493,-0.9486,0.4554,-0.9684,-0.4966,0.3378,-0.7036,-1.4404,0.264,-0.03975,NA,NA,-0.159,-0.455
48,BAR HARBOR_ME,-68.20391,44.38761,Future_2100_rcp85_warm_percdiff.combo.b,-69.60083619,-73.49891049,-0.493,-0.9486,0.4554,-0.9684,-0.4966,0.3378,-0.7036,-1.4404,0.264,-0.03975,NA,NA,-0.159,-0.455
49,BARNEGAT LIGHT/LONG BEACH_NJ,-74.10625,39.75762,Future_2055_rcp45_cold_percdiff.combo.b,11.06340115,-0.309450545,-0.6233,1.5206,-0.580777778,-1.1712,-1.0937,0.892,2.1284,1.0699,1.805125,2.64175,NA,NA,1.35,0.6845
50,BARNEGAT LIGHT/LONG BEACH_NJ,-74.10625,39.75762,Future_2055_rcp45_mean_percdiff.combo.b,-13.39775792,-3.546927026,-0.6233,1.5206,-0.580777778,-1.1712,-1.0937,0.892,2.1284,1.0699,1.805125,2.64175,NA,NA,1.35,0.6845
51,BARNEGAT LIGHT/LONG BEACH_NJ,-74.10625,39.75762,Future_2055_rcp45_warm_percdiff.combo.b,-43.57982009,-5.586834696,-0.6233,1.5206,-0.580777778,-1.1712,-1.0937,0.892,2.1284,1.0699,1.805125,2.64175,NA,NA,1.35,0.6845
52,BARNEGAT LIGHT/LONG BEACH_NJ,-74.10625,39.75762,Future_2055_rcp85_cold_percdiff.combo.b,-4.111127115,-5.366696746,-0.6233,1.5206,-0.580777778,-1.1712,-1.0937,0.892,2.1284,1.0699,1.805125,2.64175,NA,NA,1.35,0.6845
53,BARNEGAT LIGHT/LONG BEACH_NJ,-74.10625,39.75762,Future_2055_rcp85_mean_percdiff.combo.b,-29.08765902,-6.467986404,-0.6233,1.5206,-0.580777778,-1.1712,-1.0937,0.892,2.1284,1.0699,1.805125,2.64175,NA,NA,1.35,0.6845
54,BARNEGAT LIGHT/LONG BEACH_NJ,-74.10625,39.75762,Future_2055_rcp85_warm_percdiff.combo.b,-52.72962551,-5.038313946,-0.6233,1.5206,-0.580777778,-1.1712,-1.0937,0.892,2.1284,1.0699,1.805125,2.64175,NA,NA,1.35,0.6845
55,BARNEGAT LIGHT/LONG BEACH_NJ,-74.10625,39.75762,Future_2100_rcp45_cold_percdiff.combo.b,1.408954548,-2.768493269,-0.6233,1.5206,-0.580777778,-1.1712,-1.0937,0.892,2.1284,1.0699,1.805125,2.64175,NA,NA,1.35,0.6845
56,BARNEGAT LIGHT/LONG BEACH_NJ,-74.10625,39.75762,Future_2100_rcp45_mean_percdiff.combo.b,-27.82422447,-6.423560027,-0.6233,1.5206,-0.580777778,-1.1712,-1.0937,0.892,2.1284,1.0699,1.805125,2.64175,NA,NA,1.35,0.6845
57,BARNEGAT LIGHT/LONG BEACH_NJ,-74.10625,39.75762,Future_2100_rcp45_warm_percdiff.combo.b,-52.59839429,-4.731588493,-0.6233,1.5206,-0.580777778,-1.1712,-1.0937,0.892,2.1284,1.0699,1.805125,2.64175,NA,NA,1.35,0.6845
58,BARNEGAT LIGHT/LONG BEACH_NJ,-74.10625,39.75762,Future_2100_rcp85_cold_percdiff.combo.b,-18.83546452,-7.386137341,-0.6233,1.5206,-0.580777778,-1.1712,-1.0937,0.892,2.1284,1.0699,1.805125,2.64175,NA,NA,1.35,0.6845
59,BARNEGAT LIGHT/LONG BEACH_NJ,-74.10625,39.75762,Future_2100_rcp85_mean_percdiff.combo.b,-54.1930426,-3.726992917,-0.6233,1.5206,-0.580777778,-1.1712,-1.0937,0.892,2.1284,1.0699,1.805125,2.64175,NA,NA,1.35,0.6845
60,BARNEGAT LIGHT/LONG BEACH_NJ,-74.10625,39.75762,Future_2100_rcp85_warm_percdiff.combo.b,-67.12890196,-3.935368141,-0.6233,1.5206,-0.580777778,-1.1712,-1.0937,0.892,2.1284,1.0699,1.805125,2.64175,NA,NA,1.35,0.6845
61,BARNSTABLE_MA,-70.3002,41.70032,Future_2055_rcp45_cold_percdiff.combo.b,-0.030625682,0.78319729,-0.1954,0.0768,-0.195,-0.626,-0.3506,0.5835,0.216,0.1268,0.891,-0.1055,NA,NA,NA,0.04
62,BARNSTABLE_MA,-70.3002,41.70032,Future_2055_rcp45_mean_percdiff.combo.b,9.109340096,13.12667102,-0.1954,0.0768,-0.195,-0.626,-0.3506,0.5835,0.216,0.1268,0.891,-0.1055,NA,NA,NA,0.04
63,BARNSTABLE_MA,-70.3002,41.70032,Future_2055_rcp45_warm_percdiff.combo.b,9.626441398,25.53358479,-0.1954,0.0768,-0.195,-0.626,-0.3506,0.5835,0.216,0.1268,0.891,-0.1055,NA,NA,NA,0.04
64,BARNSTABLE_MA,-70.3002,41.70032,Future_2055_rcp85_cold_percdiff.combo.b,1.03401076,-0.209432773,-0.1954,0.0768,-0.195,-0.626,-0.3506,0.5835,0.216,0.1268,0.891,-0.1055,NA,NA,NA,0.04
65,BARNSTABLE_MA,-70.3002,41.70032,Future_2055_rcp85_mean_percdiff.combo.b,11.04254106,17.08099628,-0.1954,0.0768,-0.195,-0.626,-0.3506,0.5835,0.216,0.1268,0.891,-0.1055,NA,NA,NA,0.04
66,BARNSTABLE_MA,-70.3002,41.70032,Future_2055_rcp85_warm_percdiff.combo.b,4.110640238,27.79999878,-0.1954,0.0768,-0.195,-0.626,-0.3506,0.5835,0.216,0.1268,0.891,-0.1055,NA,NA,NA,0.04
67,BARNSTABLE_MA,-70.3002,41.70032,Future_2100_rcp45_cold_percdiff.combo.b,1.194436602,0.820731726,-0.1954,0.0768,-0.195,-0.626,-0.3506,0.5835,0.216,0.1268,0.891,-0.1055,NA,NA,NA,0.04
68,BARNSTABLE_MA,-70.3002,41.70032,Future_2100_rcp45_mean_percdiff.combo.b,10.32381183,16.19724071,-0.1954,0.0768,-0.195,-0.626,-0.3506,0.5835,0.216,0.1268,0.891,-0.1055,NA,NA,NA,0.04
69,BARNSTABLE_MA,-70.3002,41.70032,Future_2100_rcp45_warm_percdiff.combo.b,6.92325317,26.78975535,-0.1954,0.0768,-0.195,-0.626,-0.3506,0.5835,0.216,0.1268,0.891,-0.1055,NA,NA,NA,0.04
70,BARNSTABLE_MA,-70.3002,41.70032,Future_2100_rcp85_cold_percdiff.combo.b,11.62038449,17.92840358,-0.1954,0.0768,-0.195,-0.626,-0.3506,0.5835,0.216,0.1268,0.891,-0.1055,NA,NA,NA,0.04
71,BARNSTABLE_MA,-70.3002,41.70032,Future_2100_rcp85_mean_percdiff.combo.b,1.658316245,28.85866369,-0.1954,0.0768,-0.195,-0.626,-0.3506,0.5835,0.216,0.1268,0.891,-0.1055,NA,NA,NA,0.04
72,BARNSTABLE_MA,-70.3002,41.70032,Future_2100_rcp85_warm_percdiff.combo.b,-17.93815227,15.09514154,-0.1954,0.0768,-0.195,-0.626,-0.3506,0.5835,0.216,0.1268,0.891,-0.1055,NA,NA,NA,0.04
73,BEALS ISLAND_ME,-67.61504,44.51985,Future_2055_rcp45_cold_percdiff.combo.b,-9.0777572,-7.594692736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,BEALS ISLAND_ME,-67.61504,44.51985,Future_2055_rcp45_mean_percdiff.combo.b,-18.47064168,-15.11486809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,BEALS ISLAND_ME,-67.61504,44.51985,Future_2055_rcp45_warm_percdiff.combo.b,-26.2309086,-21.52065759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,BEALS ISLAND_ME,-67.61504,44.51985,Future_2055_rcp85_cold_percdiff.combo.b,-11.49162677,-9.23751837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,BEALS ISLAND_ME,-67.61504,44.51985,Future_2055_rcp85_mean_percdiff.combo.b,-20.13183845,-15.59605804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,BEALS ISLAND_ME,-67.61504,44.51985,Future_2055_rcp85_warm_percdiff.combo.b,-39.27681558,-34.55109479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,BEALS ISLAND_ME,-67.61504,44.51985,Future_2100_rcp45_cold_percdiff.combo.b,-10.04845403,-8.145621693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,BEALS ISLAND_ME,-67.61504,44.51985,Future_2100_rcp45_mean_percdiff.combo.b,-18.97921854,-14.89021571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,BEALS ISLAND_ME,-67.61504,44.51985,Future_2100_rcp45_warm_percdiff.combo.b,-33.52242378,-28.70735671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,BEALS ISLAND_ME,-67.61504,44.51985,Future_2100_rcp85_cold_percdiff.combo.b,-30.50452219,-25.614053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,BEALS ISLAND_ME,-67.61504,44.51985,Future_2100_rcp85_mean_percdiff.combo.b,-56.50685324,-52.09982206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,BEALS ISLAND_ME,-67.61504,44.51985,Future_2100_rcp85_warm_percdiff.combo.b,-73.40654014,-68.31252786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,BEAUFORT_NC,-76.66382,34.71822,Future_2055_rcp45_cold_percdiff.combo.b,-4.940263334,-9.15966884,1.7286,0.2562,0.9036,-0.0342,1.4228,-0.5806,0.068,-0.9598,2.01025,0.521,NA,NA,0.134,0.63
86,BEAUFORT_NC,-76.66382,34.71822,Future_2055_rcp45_mean_percdiff.combo.b,1.004097925,-1.281368264,1.7286,0.2562,0.9036,-0.0342,1.4228,-0.5806,0.068,-0.9598,2.01025,0.521,NA,NA,0.134,0.63
87,BEAUFORT_NC,-76.66382,34.71822,Future_2055_rcp45_warm_percdiff.combo.b,4.417558248,4.421282929,1.7286,0.2562,0.9036,-0.0342,1.4228,-0.5806,0.068,-0.9598,2.01025,0.521,NA,NA,0.134,0.63
88,BEAUFORT_NC,-76.66382,34.71822,Future_2055_rcp85_cold_percdiff.combo.b,-5.47348003,-8.84716184,1.7286,0.2562,0.9036,-0.0342,1.4228,-0.5806,0.068,-0.9598,2.01025,0.521,NA,NA,0.134,0.63
89,BEAUFORT_NC,-76.66382,34.71822,Future_2055_rcp85_mean_percdiff.combo.b,1.956255285,0.629372752,1.7286,0.2562,0.9036,-0.0342,1.4228,-0.5806,0.068,-0.9598,2.01025,0.521,NA,NA,0.134,0.63
90,BEAUFORT_NC,-76.66382,34.71822,Future_2055_rcp85_warm_percdiff.combo.b,4.513361592,5.740216188,1.7286,0.2562,0.9036,-0.0342,1.4228,-0.5806,0.068,-0.9598,2.01025,0.521,NA,NA,0.134,0.63
91,BEAUFORT_NC,-76.66382,34.71822,Future_2100_rcp45_cold_percdiff.combo.b,-4.993710502,-8.587595286,1.7286,0.2562,0.9036,-0.0342,1.4228,-0.5806,0.068,-0.9598,2.01025,0.521,NA,NA,0.134,0.63
92,BEAUFORT_NC,-76.66382,34.71822,Future_2100_rcp45_mean_percdiff.combo.b,1.729523806,0.321807682,1.7286,0.2562,0.9036,-0.0342,1.4228,-0.5806,0.068,-0.9598,2.01025,0.521,NA,NA,0.134,0.63
93,BEAUFORT_NC,-76.66382,34.71822,Future_2100_rcp45_warm_percdiff.combo.b,4.273654051,5.359147703,1.7286,0.2562,0.9036,-0.0342,1.4228,-0.5806,0.068,-0.9598,2.01025,0.521,NA,NA,0.134,0.63
94,BEAUFORT_NC,-76.66382,34.71822,Future_2100_rcp85_cold_percdiff.combo.b,0.930397534,-1.163550135,1.7286,0.2562,0.9036,-0.0342,1.4228,-0.5806,0.068,-0.9598,2.01025,0.521,NA,NA,0.134,0.63
95,BEAUFORT_NC,-76.66382,34.71822,Future_2100_rcp85_mean_percdiff.combo.b,4.488731331,6.173690921,1.7286,0.2562,0.9036,-0.0342,1.4228,-0.5806,0.068,-0.9598,2.01025,0.521,NA,NA,0.134,0.63
96,BEAUFORT_NC,-76.66382,34.71822,Future_2100_rcp85_warm_percdiff.combo.b,2.458751455,7.462494022,1.7286,0.2562,0.9036,-0.0342,1.4228,-0.5806,0.068,-0.9598,2.01025,0.521,NA,NA,0.134,0.63
97,BELFORD_NJ,-74.08681,40.42594,Future_2055_rcp45_cold_percdiff.combo.b,1.930606283,5.665683965,-0.6376,-0.8036,-1.542,-0.3754,-0.2914,2.275,-0.7524,0.2948,1.24825,0.753,NA,NA,0.199,0.703
98,BELFORD_NJ,-74.08681,40.42594,Future_2055_rcp45_mean_percdiff.combo.b,0.297798608,5.804514824,-0.6376,-0.8036,-1.542,-0.3754,-0.2914,2.275,-0.7524,0.2948,1.24825,0.753,NA,NA,0.199,0.703
99,BELFORD_NJ,-74.08681,40.42594,Future_2055_rcp45_warm_percdiff.combo.b,8.681757065,27.58415391,-0.6376,-0.8036,-1.542,-0.3754,-0.2914,2.275,-0.7524,0.2948,1.24825,0.753,NA,NA,0.199,0.703
100,BELFORD_NJ,-74.08681,40.42594,Future_2055_rcp85_cold_percdiff.combo.b,-8.844261075,-1.37516442,-0.6376,-0.8036,-1.542,-0.3754,-0.2914,2.275,-0.7524,0.2948,1.24825,0.753,NA,NA,0.199,0.703
101,BELFORD_NJ,-74.08681,40.42594,Future_2055_rcp85_mean_percdiff.combo.b,-0.779844732,4.259629347,-0.6376,-0.8036,-1.542,-0.3754,-0.2914,2.275,-0.7524,0.2948,1.24825,0.753,NA,NA,0.199,0.703
102,BELFORD_NJ,-74.08681,40.42594,Future_2055_rcp85_warm_percdiff.combo.b,15.18322295,49.90871276,-0.6376,-0.8036,-1.542,-0.3754,-0.2914,2.275,-0.7524,0.2948,1.24825,0.753,NA,NA,0.199,0.703
103,BELFORD_NJ,-74.08681,40.42594,Future_2100_rcp45_cold_percdiff.combo.b,-5.624251159,4.216292982,-0.6376,-0.8036,-1.542,-0.3754,-0.2914,2.275,-0.7524,0.2948,1.24825,0.753,NA,NA,0.199,0.703
104,BELFORD_NJ,-74.08681,40.42594,Future_2100_rcp45_mean_percdiff.combo.b,-1.948506625,1.448022777,-0.6376,-0.8036,-1.542,-0.3754,-0.2914,2.275,-0.7524,0.2948,1.24825,0.753,NA,NA,0.199,0.703
105,BELFORD_NJ,-74.08681,40.42594,Future_2100_rcp45_warm_percdiff.combo.b,13.63138361,46.46351317,-0.6376,-0.8036,-1.542,-0.3754,-0.2914,2.275,-0.7524,0.2948,1.24825,0.753,NA,NA,0.199,0.703
106,BELFORD_NJ,-74.08681,40.42594,Future_2100_rcp85_cold_percdiff.combo.b,-3.49083455,-2.867144484,-0.6376,-0.8036,-1.542,-0.3754,-0.2914,2.275,-0.7524,0.2948,1.24825,0.753,NA,NA,0.199,0.703
107,BELFORD_NJ,-74.08681,40.42594,Future_2100_rcp85_mean_percdiff.combo.b,15.35287081,56.07234012,-0.6376,-0.8036,-1.542,-0.3754,-0.2914,2.275,-0.7524,0.2948,1.24825,0.753,NA,NA,0.199,0.703
